,Actual_VIX,Period,Days_Since_Cutoff,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24,Sample_25,Sample_26,Sample_27,Sample_28,Sample_29,Sample_30,Sample_31,Sample_32,Sample_33,Sample_34,Sample_35,Sample_36,Sample_37,Sample_38,Sample_39,Sample_40,Sample_41,Sample_42,Sample_43,Sample_44,Sample_45,Sample_46,Sample_47,Sample_48,Sample_49,Sample_50,Sample_51,Sample_52,Sample_53,Sample_54,Sample_55,Sample_56,Sample_57,Sample_58,Sample_59,Sample_60,Sample_61,Sample_62,Sample_63,Sample_64,Sample_65,Sample_66,Sample_67,Sample_68,Sample_69,Sample_70,Sample_71,Sample_72,Sample_73,Sample_74,Sample_75,Sample_76,Sample_77,Sample_78,Sample_79,Sample_80,Sample_81,Sample_82,Sample_83,Sample_84,Sample_85,Sample_86,Sample_87,Sample_88,Sample_89,Sample_90,Sample_91,Sample_92,Sample_93,Sample_94,Sample_95,Sample_96,Sample_97,Sample_98,Sample_99,Sample_100
2024-03-14 05:00:00+00:00,14.399999618530272,Calibration,0,14.972588485135862,12.828491648104569,14.670120614625864,13.966741729057517,16.232532041775503,13.652770510701163,14.492639037433582,14.12479033129695,14.956597040927587,13.726957123983066,13.426393758171187,14.523035014749986,13.331035258852543,11.559690206458843,15.251784260726868,14.068917850538735,11.055473406248442,14.382883946050526,14.517467739545326,13.684765884225168,15.681112633223028,14.507736874639228,15.871700936210123,13.039536507562271,12.672291266594064,13.246902077639353,16.334717138530646,12.261248189441698,14.341203420661483,14.67348813710616,13.363948276672543,15.95586559019819,13.84920830643527,18.280364427997498,14.998420364591817,13.38902970285666,14.84941523570625,14.500427088253696,13.473466474109888,12.137382791742885,13.316859578274354,12.758640855465886,15.382056996356608,16.13453551010656,13.687253854588523,15.528414495305231,14.818384050815082,11.827255253513933,15.371207285872451,15.335450395039095,14.45564507323775,14.051332781744852,14.072098675527753,15.645709730312998,15.256905565609465,13.827546326330985,13.182986548916244,14.481703190700776,15.023448885099302,13.486093858208466,13.39497170455804,13.588202237435215,16.73473176966861,15.370194321260474,13.589035073537152,14.32517166013441,15.55641843546955,15.828328589459595,14.917578128567584,12.594427316512185,15.354636945308718,16.42842251713261,17.63175199514691,14.349077678767284,11.464608081066105,14.835046090910556,15.094260361049601,17.16481890453996,14.095164934103057,14.649251211178887,12.942986733703428,15.0499443409825,13.292470222552874,15.324062051771348,14.927257095050338,17.26058798481446,15.008858698330084,11.470906948054418,18.42891162091873,14.433614937421627,15.288539090008204,15.465266695112257,14.277671071084196,13.640762495384251,14.212861213701535,15.456721125321538,15.865562862567502,14.505863457207871,11.734230947058597,11.818413271915976
2024-03-15 05:00:00+00:00,14.40999984741211,Calibration,0,13.622753166021953,15.37339720790354,14.522475883492067,13.080516105649595,14.177478473389728,13.91437440861026,12.269954220833029,14.84149079497059,13.993583952521236,14.23941422864162,15.531653656124043,14.699115901464703,14.493568249552846,14.105903721362626,15.561157142613135,13.63243290906954,15.332018006967221,13.032849888860293,13.836376014343296,13.539353516951167,13.01421948986772,13.215453877108345,15.512969843703852,14.842668546479333,13.284970552939766,12.806295995538344,12.46680766092352,15.431072955605263,14.4872183983524,15.63447325046244,12.648403634193684,16.0868441523566,12.390279867709738,16.943111920229068,12.269421631531022,12.470366218623631,16.66747900833748,13.59344976708216,13.649544253759183,14.877339894097268,15.825265030204873,16.066707369327357,16.301454853803126,14.915808726720142,15.276081230582884,14.3936859001465,15.473084787181802,14.060677356356855,13.981809324229536,14.30875384492356,11.551797136673846,14.589938856898883,12.996327463523897,14.5734101685172,14.62952464120236,16.52454089014865,13.199642524661304,16.494159812911725,12.973581001756733,13.761673296081408,13.30697665694104,15.10546042155875,15.449140739198732,15.582269141588773,13.886347086602596,14.761627449047916,16.033109844095577,12.981898450530577,13.917072444698485,15.845722717238026,12.967209104814966,15.159171680777066,15.302801473469291,12.359893948499414,14.964342533253676,13.902925530461928,13.3456830964777,14.2467585110516,15.886538751328843,14.266119463192684,14.194160716545339,13.159914361442796,15.717726385089625,12.864273739775951,13.531776540668808,16.49231922535572,14.727279790814267,12.603432978458907,15.431025113599988,13.026171701707158,16.17482353143684,14.128236849465369,9.92949872077194,16.27464237939663,12.238959914620834,13.205706326376783,15.945812964794275,14.214953839879676,15.11123409962959,14.83300023632687
2024-03-18 05:00:00+00:00,14.329999923706056,Calibration,0,13.920327684529848,14.257363279372255,15.504695349249301,14.355793989608708,11.434509688377398,12.64233359658684,13.261747735002803,16.878827340738038,16.362230841880198,15.230532430555874,14.938243618871983,14.178598789811677,15.310734118519028,14.220434363956507,15.182018464885111,14.360313406351016,13.418209706776846,14.743389317873412,16.40129697440833,17.34178938494645,14.67130276921389,16.092567146599812,12.92050626295102,15.518465350213466,15.378278892980703,12.967628336288453,15.39202226246571,13.027781903060838,13.104340089201056,15.471932353290363,14.87565088993289,13.666301274074224,13.461214156662017,16.79083737279326,13.197308277052299,14.04253687939413,16.572816656646744,16.86236024536699,11.609646072535375,13.591264842277115,11.937777234875243,13.712572994035982,15.885569837609307,14.431228165148347,15.841143530335973,16.90654773640867,15.585855877777792,12.479739052833361,13.688365361280574,11.870738258395688,15.510688743261309,15.025193686364428,14.819719653522071,13.142580840013942,13.451049553723193,14.425580178159038,15.137536062952453,15.39850693716213,12.467807338171806,15.806332142892666,13.517020826017871,13.992385944609344,15.570685828775604,14.844202547655309,14.08691331464129,12.746580476455224,15.191125379532838,13.473350396855082,13.421350875672735,14.93593250758131,12.487703195764778,15.235654167378097,14.301958815293055,13.165930011282812,14.854838530628363,13.509580128549612,16.942430894565874,13.979291994594831,14.362702741924291,15.907562285204804,13.974146186587078,15.238155802903604,13.417872424914213,14.097614559773474,16.928406800338784,13.363365241326868,15.583548100827239,14.364061465668476,12.753045399451306,15.578595840415684,14.164603989444352,14.69238943527792,12.057670557578664,14.328036350913266,16.865865153385865,14.24766419438884,12.36584474985591,17.353441284459514,15.044485821294368,15.699555783739227
2024-03-19 05:00:00+00:00,13.81999969482422,Calibration,0,14.786793616396102,13.909777523657091,12.973364516657956,16.92511444446519,15.676094877569223,13.26750163503467,13.000584097782928,15.685566789175192,14.654288193412617,15.055815726916627,14.476901558542512,16.411907266062215,16.614411100722027,13.873565907726874,15.106944613622053,16.81677408111778,14.706010766432776,12.190342350069802,12.702590718320264,13.221797154637851,15.44405698812461,13.868505722708917,15.499294950110654,15.378568422486497,14.46237341462454,17.407714862746527,12.036398247613638,13.962022041969675,14.779397374692193,14.225413805628003,11.772536376430327,15.597827019254211,17.267981737834877,13.973598217489927,13.27774538198657,15.539950344131466,15.392715388541001,12.67250570309135,13.403834450744208,15.701889960731151,16.78876534794613,13.961675941655082,14.43466956297842,15.792646280744904,13.943718009256699,16.684523800706124,13.843137913264087,14.218161174200706,16.56423917595053,17.625465936247817,16.217913733343966,14.916814076485164,15.713303909470797,13.051356742461733,13.855972670134985,17.444590267980587,13.692902104941767,11.051330759974642,15.397002325977262,12.831658384150515,12.110176972337134,12.214594287271579,12.126316045463973,14.084199250992686,13.414360525408206,17.32749953792031,14.362251773549396,13.454190158003712,13.074270748211719,13.79847836749011,12.890087801783464,14.981577357339058,15.460337547638177,15.171512502966657,13.862665239082668,14.09680587124385,11.993607840371965,16.10319016368801,14.845707537514304,15.141087202795546,12.802007329070848,13.33056710441701,15.621634609854665,12.572925952160126,13.608074897854149,11.594982883897213,14.760698573072125,14.201587477596794,10.87051852312113,14.700605764755279,16.697099042741264,14.710535699104577,13.662377855984666,15.49014747070717,13.116899174259586,15.75015235488082,13.929951031739302,13.113631485431547,15.915847036027028,15.346759650482413
2024-03-20 05:00:00+00:00,13.039999961853027,Calibration,0,11.073361754544546,13.868978507574356,12.615137747781958,11.172006800991014,12.255234858492939,12.331769365939339,13.216777173357684,13.485583571649178,10.4013587917908,10.648748251159548,11.685456296910832,12.688974646889195,12.30749810081104,12.799957632089843,10.899673449300716,12.711054086568222,11.330081898159122,13.134113605738822,13.516289134229332,16.1093904924631,10.274162689782631,11.025320835487959,14.925377143277906,11.929313172474442,14.16935372549203,13.635108320281871,11.86285473548964,14.847207304837596,10.7226594500786,13.937227164910572,13.546814732939353,11.970198361166629,13.90095480646871,16.08991128509282,12.089482222705003,15.313614713019543,13.561139507766276,12.963595881916385,12.22283152829826,13.849853395224056,12.504276547595776,14.826357621032031,11.285568058137917,11.705546677049727,12.971385867328454,13.509124898508409,12.857147165435926,12.993419772217944,12.628913882255695,14.503243994322355,12.45125363451377,11.428492764940557,12.44722745387853,10.360524897627785,15.48721487524419,10.69449794626916,14.119128147552713,14.473164338297783,14.11132575003961,14.960259123431982,13.391014707220638,14.102850536075746,12.579164514641269,12.238615985702292,12.966361274702988,11.84544675462975,12.724486919688156,15.445671191045603,14.040143919720098,15.889724443923193,15.76591146647993,13.74270998990762,12.273084236871535,12.98681942529631,12.771292425169495,13.65923839051047,13.564536275603079,12.919530548993535,14.355590996891637,13.850429760511327,14.023855663340074,13.120853416424751,11.964432189763485,12.72719126715742,11.47786696005382,13.114195958820543,12.224217884405864,13.61177809217978,12.058192465819067,14.099758086295342,14.397678247610274,12.641765693823528,12.086832830703335,13.521821180300737,13.604974339086617,13.268516568874512,14.192772967410491,9.925878677048022,12.915654327073934,12.693677702854696
2024-03-21 05:00:00+00:00,12.920000076293944,Calibration,0,11.02357832677973,13.399205037546935,10.688580603327829,10.759170562184869,12.713101192798405,13.951024207730367,12.918212165067855,13.423612963480291,11.39598230724334,14.19420493282779,14.501551321189556,13.126684574635764,12.190900463946992,13.168284926416584,12.893686955120822,12.803853934588854,12.488968757002294,13.947348891489934,11.071607373336283,13.390049403550531,15.551142137315177,10.199926825437606,15.270087808664751,11.57420727097336,13.061783787390869,13.219889206189539,11.273500610207515,11.02133061208799,14.172412589835563,13.343364375982777,12.68916205586506,15.694168514639921,14.017114076735696,13.301816533880432,11.06503525118616,13.364801769057943,13.620036149588325,13.505912749378824,12.604277230062722,14.716944675631755,11.838178096216453,11.389613740233159,12.106252205581917,12.540693722646157,11.997244071073125,13.231109727716174,12.173112671680247,14.264253171241736,12.302049766021726,11.180761141823428,12.655886945953462,10.679271584221764,12.456709032588808,11.762725689554921,16.25742490383905,12.159394795636253,14.843037372382607,14.000208509385388,13.785843337001225,11.113782779523156,13.977026876421153,10.571362514422646,11.463738766532293,11.97314050965332,12.11302038477699,12.503512734388645,12.532479426578172,13.481221946139701,13.09690171567111,10.714668053062711,10.291540930698327,12.33463089900995,11.802039210757176,11.943353020996,12.74188067150031,14.056260001276684,11.190622976895614,11.333781460849671,13.974040486121682,11.046142462536006,15.102710433952495,12.3437878642913,13.277192561576964,13.021838663371694,13.722783904741766,12.889469233256046,13.635963468734102,13.424065963501054,13.707231881232243,14.051886190702515,12.257220889497841,11.06412923697937,12.882374880608964,12.058004126660167,13.375510906877578,11.482742917308661,14.876849310616842,13.236505850854195,10.772510456128048,14.003533212114398
2024-03-22 05:00:00+00:00,13.0600004196167,Calibration,0,12.695995135807765,13.184979931151236,14.224822791356637,15.691111075726717,14.132843151201337,14.037886731476267,12.69149027378612,13.738258587152256,13.424522522132744,14.02421827775427,14.587965359171214,15.246360401950788,15.251342026265108,13.47339500577042,14.33464173751293,13.018992019012755,13.724859425698023,11.967253750689393,15.13603609969874,13.804655812875614,13.291420031911352,15.40341879519106,17.59798391130019,12.985723605589238,13.196623865157173,12.232189619325535,14.748334573185932,11.582335352940477,13.742530043207655,13.09520163948782,15.230779713848332,12.730858426750736,15.28900884503454,15.01550878711146,13.957073681629335,15.277401078968579,13.13150801749615,11.475087861574702,13.85895351780441,14.92012549788465,14.69063322623676,12.684298989678942,15.853057742439624,13.403673141811684,15.937969338656012,13.768921443592129,13.39103421232938,11.616550111908888,13.569118640913036,13.206631913954961,13.455215583309126,12.873479056355457,17.53887566737659,14.764753526868164,15.81626901768997,11.562254535326195,14.133719211611295,14.980038779291156,13.89071815385396,16.867914300193828,14.767987562002968,12.213444891309116,13.428411212473689,11.48306574558768,13.815965143472008,13.814137023195554,12.07014429048223,14.312493363947072,16.204655616397282,15.013248931557817,14.275297280990026,11.897937145421844,16.009769955340797,15.490180614594204,13.432615682075408,11.486138713645756,12.982033333346305,13.733864882560976,13.076791241615648,13.87683674854124,14.995435028176715,16.075142249887012,12.22913030904439,13.220981006312238,14.304858334208296,14.112238401158633,13.707307019500805,11.25665248962242,14.34963684183648,14.60763985873233,16.310463517047083,15.903884805897803,13.650488730921628,10.969896549538307,14.211091462400342,13.646083415820447,12.560822643532884,15.321561147209264,13.553396689544432,11.937489168107748
2024-03-25 05:00:00+00:00,13.1899995803833,Calibration,0,13.205654875726175,15.058035276783956,14.366978562685789,13.211218957663103,13.750727540995152,13.754897398602436,13.732269804588762,14.246808730296374,13.911975999249552,15.36191583213763,12.747580168354535,12.444713793116579,13.893864730457832,11.788064840700171,14.477282940564876,14.976605753009837,13.856104901542292,11.425743368081413,13.145475299648025,14.136296676330966,10.761150752494565,14.325779728390863,12.276554062576652,13.817349952969147,16.392515137656332,14.334791241019422,13.40541105952423,13.85706647220937,12.790797616035942,13.32538288245851,12.587010212874084,14.878242383411429,15.968594788430297,13.736148573133859,11.589982953221877,13.162663580646392,13.4193213958801,12.25239293716297,13.982752860898827,14.964813532182676,15.49777625834242,12.456324635359836,15.363138000108686,11.824569153489266,13.331382465084497,9.9109925083953,12.188491531156211,14.719499738204474,13.754131256631032,13.175176663532088,13.737788451337595,14.027633714635071,14.949171210190423,15.279912741340201,14.138973263559604,11.861718322250494,13.630954356818158,10.915061663811807,14.528941354916283,15.822031894152325,13.139468800247489,11.304046228984078,12.558189327373743,12.263131504293817,11.486924307483934,13.348697795853948,12.565951282406754,13.987860060542454,14.805328741113788,13.343264800390804,12.479440050381598,14.781028522296236,11.952325371109769,11.847538568193407,16.313466633644165,13.084543846882768,13.771895098860917,12.439346931790212,13.317724691144525,13.07922541949902,12.52187530473184,14.775998413241874,14.546025326384992,12.885831404898898,12.761539274325603,14.494059217184194,12.889727461560728,14.193450993981353,13.34409813246476,13.040568687175316,14.096753414234596,13.464211303555786,13.674141161281616,15.092594685356701,13.995451820854317,14.083376199558844,15.353537450552883,13.790394820733683,14.689996359636277,13.373301741298606
2024-03-26 05:00:00+00:00,13.239999771118164,Calibration,0,13.459368502225397,11.642355879744787,12.422795913547807,12.180148806382322,13.979609219330817,14.164246291969842,12.339914357828587,9.751557091203246,12.979656625348118,13.633359925206394,14.361259080306679,15.08829383678586,14.708256560240066,13.688167059412306,12.149762765502462,15.61180291978657,11.598288669294751,15.115247677415685,14.70947278905049,16.35597194626395,13.259892806848462,13.168361033953136,16.740127614809868,14.992596078815097,12.930947294312036,12.901357854993336,13.035898054770882,14.554010700649497,11.964372905197918,12.860041436435829,12.788122525267905,14.154967929889656,10.741193772189117,12.988953237939851,13.519101484928518,13.866457754653327,11.875682635467872,12.860099335794168,13.034041676690833,12.180117449887312,14.512428799488035,15.16567421221322,12.24472819321065,12.505440779793014,11.849957831970173,11.233132864128894,13.563244179827835,13.18155410479148,11.707934438590064,14.461803478277618,13.00369978420215,12.103293401751412,14.554847841954004,13.948419840599678,12.61264301929624,11.97242419726612,10.859514738851727,12.188088974779037,13.984800878703199,13.237796258425456,11.99487686803843,13.323890815719347,12.560616995820226,11.825379083777708,12.774103711879588,12.196073396697892,12.509722488090967,11.329423636517253,12.099033877357316,14.0782876067606,12.596483880054643,14.570007712087486,12.59127152395139,12.581521545991514,12.569418889851837,12.869021848009208,13.386855475934645,9.125273700241548,14.234560328407296,14.962043668115127,12.987957106163874,14.812221864286512,11.443148224281599,10.948329948512347,13.184353797702444,13.643157412667904,13.954688484255612,13.286643796593157,12.268430155159404,13.189643489447477,15.916121984505336,13.293052171556619,13.281582216970069,11.77570318193149,11.787087735224114,14.344873431568606,11.291173051983574,13.709077186639558,13.674917754492919,12.80107486445049
2024-03-27 05:00:00+00:00,12.779999732971191,Calibration,0,14.904212448801216,13.78799547808289,15.03231397251937,14.338647251092201,12.422406800054503,12.80959853360533,12.635191123457178,12.602782969867658,14.571218613763318,14.418417406551821,12.341771386164327,11.000251330416718,13.363017677681476,10.456169850986136,12.132055902311334,13.573274255214736,14.542567254178792,12.193462774302382,13.626264984944592,11.697536941947586,13.031453683226964,12.416187791549351,12.52797338095797,10.328802300763495,14.498524914888336,13.266180239504786,11.550590535831784,10.943259510710526,12.683345601033032,13.644251553392579,14.4455368743433,13.398552657921254,11.390642937734846,12.661006673338607,15.89339914284982,14.05739451969646,12.555464614134479,11.836415172849327,12.232837965843006,14.032236297021555,13.639823556705746,15.57702717834623,9.327598781028618,10.29305603662125,12.058301317643002,13.118774766419126,14.384385932625051,14.324288304740257,12.254361178293937,10.183555031546893,13.985648872103377,12.527044782935354,11.091395395650311,13.708374508231492,11.951332033524654,13.397541936473477,13.959014725473022,12.223406396035413,14.01099161935469,10.847990044215042,13.954734390729646,13.229656338797612,14.366257236578049,12.32907643365485,11.564146646414109,14.798987215286537,13.135423901983875,15.505342376030697,14.07945512254864,13.129526525264923,13.772403781246421,13.315287763587154,13.385493804356482,12.331270003013989,13.20792220593199,11.452158204697946,13.285789418020467,11.842850530879575,14.208201839942458,13.21452260398298,14.988729028924956,13.019250533348323,13.34253469973224,13.426027041255159,13.562295405552966,11.537983660039123,13.833581147462493,13.797655412933045,11.8137298612284,12.389433426129447,13.38179088416808,15.687114338337672,13.420417858319597,12.463615590424059,15.184745029233111,12.00693013398938,14.479411220630448,13.965227070571881,12.797425144935223,14.334094953182852
